,Make,Brændstoftype,Gearkasse,Model,Kilometer,Årgang,Hestekræfter,Antal døre,Antal gear,Km/l,0 - 100 km/t,Tophastighed,Vægt,Grøn Ejerafgift,Nypris,Pris
13545,Audi,Diesel,Manuel,Q5,101000,2017,150,5,6,20.4,10.9,192.0,1.655,4.68,574273.0,324900
13543,Audi,Diesel,Manuel,Q5,101000,2017,150,5,6,20.4,10.9,192.0,1.655,4.68,574273.0,1095
4667,Suzuki,Benzin,Manuel,Ignis,40000,2017,90,5,5,21.7,12.2,170.0,900.0,660.0,156992.0,119900
13538,VW,Benzin,Automatisk,Polo,34000,2017,90,5,7,21.3,10.8,184.0,1.139,660.0,200612.0,169900
16754,Suzuki,Benzin,Manuel,S-Cross,29000,2017,140,5,6,18.5,9.5,200.0,1.225,1.28,238993.0,174900
1650,Ford,Diesel,Manuel,Fiesta,64000,2017,95,5,5,31.2,12.9,178.0,1.117,1.22,119325.0,54900
13531,Ford,Diesel,Manuel,Mondeo,147000,2017,150,5,6,23.3,9.4,210.0,1.597,3.02,458665.0,189900
13568,VW,Benzin,Automatisk,Polo,28000,2017,90,5,7,21.3,10.8,184.0,1.139,660.0,200612.0,159900
4734,Volvo,Benzin,Automatisk,XC60,60000,2017,320,5,8,13.0,5.9,230.0,1.768,4.36,890010.0,3493
6490,Skoda,Diesel,Automatisk,Octavia,127000,2017,110,5,7,26.3,11.1,191.0,1.342,2.18,307890.0,169500
19429,Audi,Diesel,Manuel,Q2,45000,2017,116,5,6,22.7,10.3,197.0,1.385,3.02,287528.0,235000
16660,Ford,Diesel,Manuel,Fiesta,82000,2017,95,5,5,31.3,12.9,178.0,1.117,1.22,119325.0,60000
6446,VW,Diesel,Automatisk,Passat,143000,2017,150,5,6,22.2,8.9,216.0,1.541,3.88,451998.0,209900
16667,Ford,Diesel,Manuel,Fiesta,71000,2017,95,5,5,31.3,12.9,178.0,1.117,1.22,119325.0,60000
10649,Audi,Diesel,Automatisk,SQ7,41000,2017,435,5,8,13.9,4.8,250.0,2.345,8.94,1801570.0,5899
9345,Toyota,Benzin,Automatisk,Aygo,60000,2017,69,5,5,23.8,14.0,157.0,880.0,660.0,119992.0,84900
6454,Hyundai,Diesel,Automatisk,Tucson,57000,2017,185,5,6,15.4,9.5,201.0,1.515,7.22,640995.0,289900
16673,BMW,Diesel,Automatisk,220d,55000,2017,190,5,8,22.7,7.8,220.0,1.47,3.02,517198.0,329900
13639,Volvo,Diesel,Automatisk,V90,82000,2017,235,5,8,20.4,7.2,240.0,1.717,4.68,792100.0,459900
13638,Volvo,Diesel,Automatisk,V90,82000,2017,235,5,8,20.4,7.2,240.0,1.717,4.68,792100.0,1695
4723,VW,Diesel,Automatisk,Touran,117000,2017,150,5,6,21.3,9.3,208.0,1.471,3.88,449298.0,329800
16675,VW,Benzin,Manuel,Golf,41000,2017,150,5,6,18.9,8.2,216.0,1.268,1.78,315815.0,219900
6460,VW,Diesel,Manuel,Polo,41000,2017,90,5,5,27.0,10.9,184.0,1.151,2.18,195895.0,144900
6489,Mazda,Benzin,Automatisk,CX-3,47000,2017,120,5,6,17.2,9.9,187.0,1.198,2.38,273199.0,197000
13634,Peugeot,Diesel,Manuel,2008,129000,2017,100,5,5,28.6,11.3,183.0,1.33,1.22,194990.0,109900
10653,Peugeot,Diesel,Manuel,208,99000,2017,100,5,5,33.3,10.7,187.0,1.265,260.0,182993.0,89900
13629,Nissan,Benzin,Manuel,Qashqai,69000,2017,115,5,6,17.2,10.6,185.0,1.318,1.88,318287.0,200000
13628,Volvo,Diesel,Manuel,V60,37000,2017,150,5,6,25.0,9.1,210.0,1.482,2.18,507000.0,239900
13627,Peugeot,Diesel,Manuel,208,33000,2017,100,5,5,33.3,10.7,187.0,1.265,1.18,154990.0,114900
1810,Toyota,Benzin,Automatisk,C-HR,30000,2017,122,5,1,26.3,11.0,170.0,1.525,1.0,289987.0,224800
2265,Ford,Benzin,Manuel,Mondeo,132000,2017,160,5,5,17.2,9.2,222.0,1.385,1.88,411308.0,174895
16688,VW,El,Automatisk,e-Golf,9000,2017,136,5,1,71.9,9.6,150.0,1.615,660.0,345696.0,209700
4699,Ford,Diesel,Manuel,C-MAX,72000,2017,120,5,6,24.4,11.3,184.0,1.403,3.02,301965.0,184900
3640,Mazda,Benzin,Manuel,CX-3,35000,2017,120,5,6,16.9,9.0,192.0,1.155,1.88,230453.0,159700
2658,Hyundai,Benzin,Manuel,i10,67000,2017,66,5,5,25.0,14.9,155.0,973.0,660.0,106692.0,64900
18797,Volvo,Diesel,Automatisk,V60,165000,2017,190,5,8,22.7,7.7,225.0,1.508,3.02,625000.0,259400
6488,Mitsubishi,Benzin,Manuel,Space,49000,2017,80,5,5,24.4,11.7,180.0,925.0,660.0,109900.0,84900
18804,Citroën,Diesel,Manuel,C4,95000,2017,100,5,5,30.3,12.8,180.0,1.44,1.22,179991.0,114800
13704,Peugeot,Diesel,Manuel,308,81000,2017,120,5,6,30.3,10.1,194.0,1.275,1.22,289990.0,164900
884,VW,Diesel,Automatisk,Tiguan,148000,2017,150,5,7,20.8,9.3,202.0,1.515,3.88,393993.0,294900
4938,Renault,Benzin,Automatisk,Megane,45000,2017,205,5,7,16.7,7.1,230.0,1.367,1.88,352283.0,219800
5619,Land,Diesel,Automatisk,Rover,46000,2017,300,5,8,15.63,6.5,241.0,2.029,7.22,1711900.0,4872
19187,Hyundai,Benzin,Manuel,i30,28000,2017,120,5,6,20.4,11.1,190.0,1.342,1.16,210851.0,137800
14958,VW,Diesel,Automatisk,Passat,176000,2017,150,5,6,22.2,8.9,216.0,1.541,3.88,451998.0,199900
9270,Kia,Diesel,Manuel,Sportage,63000,2017,115,5,6,21.7,11.5,176.0,1.365,3.88,306810.0,209880
5251,BMW,El,Automatisk,i3,20000,2017,170,5,1,69.7,7.3,150.0,1.22,660.0,302901.0,189500
14934,Porsche,Benzin,Automatisk,Macan,59000,2017,340,5,7,11.1,5.4,254.0,1.865,5.58,794632.0,559900
14933,Porsche,Benzin,Automatisk,Macan,59000,2017,340,5,7,11.1,5.4,254.0,1.865,5.58,794632.0,2995
14931,Porsche,Benzin,Automatisk,Macan,59000,2017,340,5,7,11.1,5.4,254.0,1.865,5.58,794632.0,649900
14923,Mercedes,Diesel,Automatisk,C220,129000,2017,170,5,9,21.3,7.5,231.0,1.615,4.38,520286.0,1623
5246,Peugeot,Diesel,Manuel,208,71000,2017,100,5,5,33.3,10.7,187.0,1.265,260.0,149991.0,109900
15609,Toyota,Benzin,Automatisk,Yaris,55000,2017,100,5,1,30.3,11.8,165.0,1.06,660.0,186989.0,142900
1952,Skoda,Diesel,Automatisk,Octavia,210000,2017,110,5,7,26.3,11.1,191.0,1.342,2.18,307890.0,129900
15610,VW,Benzin,Automatisk,Tiguan,63000,2017,150,5,6,16.4,9.2,200.0,1.398,2.52,417393.0,354900
15611,VW,Benzin,Automatisk,Tiguan,63000,2017,150,5,6,16.4,9.2,200.0,1.398,2.52,417393.0,1295
242,BMW,Diesel,Automatisk,X6,64000,2017,313,5,8,14.5,5.8,240.0,2.18,8.6,1335998.0,799900
14905,VW,Benzin,Automatisk,Passat,51000,2017,180,4,7,17.5,7.9,232.0,1.48,1.88,447598.0,274900
633,Mercedes,Diesel,Automatisk,C220,108000,2017,170,5,7,22.7,7.6,229.0,1.515,3.02,522995.0,294900
14901,Volvo,Diesel,Automatisk,V90,134000,2017,235,5,8,20.4,7.2,240.0,1.717,4.68,862100.0,454900
19035,Ford,Diesel,Automatisk,Mondeo,123000,2017,150,5,6,20.8,10.0,208.0,1.601,3.88,480625.0,259900
8375,Mercedes,Diesel,Automatisk,B200,65000,2017,136,5,7,20.0,8.9,207.0,1.575,4.68,416998.0,2260
9227,Peugeot,Benzin,Manuel,3008,26000,2017,130,5,6,20.0,10.6,188.0,1.446,1.16,291988.0,233000
10157,BMW,Diesel,Automatisk,120d,29000,2017,190,5,8,25.6,7.0,228.0,1.365,3.26,401998.0,269900
14895,Peugeot,Diesel,Automatisk,3008,80000,2017,120,5,6,23.8,11.6,185.0,1.512,3.02,330751.0,244900
10156,Audi,Diesel,Automatisk,A4,135000,2017,150,5,7,24.4,9.0,213.0,1.6,3.52,471460.0,284800
14890,Audi,Diesel,Automatisk,A6,156000,2017,190,5,7,19.6,7.9,224.0,1.885,5.18,735643.0,329500
8857,Renault,Benzin,Manuel,Captur,29000,2017,90,5,5,19.6,13.0,171.0,1.148,1.78,194601.0,132900
2537,Volvo,Diesel,Automatisk,V60,106000,2017,190,5,8,22.7,7.7,225.0,1.508,3.02,625000.0,286000
3518,Suzuki,Benzin,Manuel,Swift,39000,2017,90,5,5,25.0,11.9,180.0,925.0,1.0,164991.0,129900
15589,VW,El,Automatisk,e-Golf,41000,2017,136,5,1,71.9,9.6,150.0,1.615,660.0,345696.0,179900
19061,VW,Benzin,Manuel,Golf,93000,2017,125,5,6,19.2,9.1,204.0,1.225,1.28,274990.0,169900
19176,Jaguar,Diesel,Automatisk,F-Pace,57000,2017,300,5,8,16.7,6.2,241.0,1.884,6.38,1147900.0,629800
19060,Volvo,Diesel,Manuel,V40,54000,2017,120,5,6,31.3,10.5,190.0,1.292,1.22,294000.0,169800
2543,Honda,Benzin,Manuel,Civic,58000,2017,182,5,6,17.2,8.2,220.0,1.307,1.88,289000.0,204880
10298,VW,Diesel,Automatisk,Passat,116000,2017,150,5,6,22.2,8.9,216.0,1.541,3.88,451998.0,214900
8360,Peugeot,Diesel,Manuel,308,60000,2017,120,5,6,31.3,9.7,196.0,1.378,1.22,239989.0,159880
15013,Audi,Diesel,Automatisk,A4,37000,2017,218,5,7,20.8,6.4,245.0,1.635,4.38,683515.0,214000
15012,Audi,Diesel,Automatisk,A4,37000,2017,218,5,7,20.8,6.4,245.0,1.635,4.38,683515.0,3627
5583,Peugeot,Diesel,Automatisk,3008,81000,2017,180,5,6,20.8,8.9,207.0,1.64,4.38,449993.0,324900
15558,VW,Diesel,Manuel,Tiguan,204000,2017,150,5,6,21.3,9.3,204.0,1.468,3.88,369293.0,219900
3514,Porsche,Benzin,Manuel,718,35000,2017,350,2,6,12.3,4.6,285.0,1.355,4.96,1169818.0,4495
3452,Mercedes,Diesel,Manuel,B180,145000,2017,109,5,6,25.0,11.6,190.0,1.335,2.18,249736.0,89900
15627,Kia,Benzin,Manuel,Rio,30000,2017,100,5,5,24.4,10.7,188.0,1.042,660.0,169706.0,139700
19181,Mercedes,Benzin,Automatisk,B180,32000,2017,122,5,7,17.9,9.1,200.0,1.425,1.88,332095.0,269900
15569,Opel,Benzin,Manuel,Karl,44000,2017,75,5,5,24.4,13.9,170.0,939.0,660.0,106922.0,83900
10166,Kia,Benzin,Manuel,Picanto,69000,2017,86,5,5,23.3,11.9,171.0,874.0,660.0,114998.0,64900
5266,Opel,Diesel,Automatisk,Astra,139000,2017,136,5,6,21.7,10.1,200.0,1.503,3.88,290621.0,154800
5263,Citroën,Benzin,Manuel,C1,29000,2017,82,5,5,23.3,11.0,170.0,865.0,660.0,95409.0,69500
19049,Ford,Benzin,Manuel,Fiesta,14000,2017,100,5,5,23.3,12.2,180.0,954.0,1.08,168672.0,149900
14990,Fiat,Benzin,Manuel,Panda,55000,2017,60,5,5,26.3,15.7,159.0,955.0,660.0,89993.0,69800
19047,BMW,Benzin,Automatisk,225xe,65000,2017,224,5,6,30.4,6.7,202.0,1.635,920.0,409720.0,2656
19184,VW,Benzin,Automatisk,Golf,90000,2017,150,5,7,19.6,8.2,216.0,1.288,1.28,321467.0,214900
8268,Kia,Diesel,Manuel,Optima,29000,2017,141,5,6,22.7,10.2,200.0,1.62,3.52,359998.0,209800
5596,Hyundai,Benzin,Manuel,i20,56000,2017,100,5,5,22.2,10.9,176.0,1.181,660.0,166443.0,134900
19046,BMW,Benzin,Automatisk,225xe,65000,2017,224,5,6,30.4,6.7,202.0,1.635,920.0,409720.0,279900
5256,Ford,Benzin,Manuel,Fiesta,112000,2017,140,5,5,22.2,9.0,201.0,1.091,660.0,173978.0,99900
19055,Renault,Diesel,Manuel,Megane,91000,2017,110,5,6,29.4,11.3,188.0,1.18,1.22,235099.0,129800
15629,VW,Diesel,Automatisk,Passat,122000,2017,150,5,6,22.2,8.9,216.0,1.541,3.88,485588.0,259900
10328,Renault,Diesel,Manuel,Captur,52000,2017,90,5,5,27.8,13.1,171.0,1.145,2.18,202420.0,124000
632,Mercedes,Benzin,Automatisk,GLC43,76000,2017,367,5,9,12.0,4.9,250.0,1.845,4.96,994595.0,819900
3529,BMW,Diesel,Automatisk,320d,99000,2017,190,5,8,23.3,7.7,226.0,1.57,3.02,604310.0,249800
15672,VW,Diesel,Automatisk,Tiguan,184000,2017,150,5,7,17.9,9.3,200.0,1.573,5.54,339003.0,169800
14813,Mazda,Benzin,Automatisk,6,50000,2017,192,5,6,15.6,7.9,220.0,1.45,2.52,386693.0,279900
14811,Skoda,Diesel,Automatisk,Octavia,109000,2017,150,5,6,22.7,8.7,213.0,1.458,3.02,332890.0,179000
15676,VW,Benzin,Automatisk,Golf,27000,2017,204,5,6,35.1,7.6,222.0,1.515,660.0,307688.0,262900
5225,VW,Benzin,Automatisk,Tiguan,106000,2017,150,5,6,16.7,9.2,200.0,1.398,1.88,375793.0,319900
795,Ford,Diesel,Manuel,Fiesta,64000,2017,95,5,5,31.3,12.9,178.0,1.117,1.22,173612.0,99900
5721,Peugeot,Diesel,Manuel,208,67000,2017,100,5,5,33.3,10.7,187.0,1.265,1.18,139992.0,103000
19220,Peugeot,Benzin,Manuel,3008,56000,2017,130,5,6,20.0,10.6,188.0,1.446,660.0,316989.0,249900
14803,Nissan,Diesel,Manuel,Qashqai,132000,2017,110,5,6,26.3,12.4,180.0,1.285,2.18,306901.0,139900
15682,VW,Benzin,Automatisk,Golf,66000,2017,204,5,6,35.1,7.6,222.0,1.515,660.0,307688.0,259800
10145,Renault,Benzin,Automatisk,Kadjar,27000,2017,130,5,6,16.9,10.7,192.0,1.295,2.38,333989.0,239900
10146,Hyundai,Diesel,Manuel,i40,63000,2017,141,5,6,23.3,10.3,203.0,1.644,3.52,339995.0,199900
15687,Opel,Diesel,Automatisk,Astra,131000,2017,136,5,6,21.7,10.1,200.0,1.503,4.38,290621.0,149900
10345,Skoda,Diesel,Automatisk,Octavia,108000,2017,110,5,7,27.0,10.9,195.0,1.32,2.18,292890.0,159800
14794,BMW,El,Automatisk,i3,19000,2017,170,5,1,72.4,7.3,150.0,1.22,660.0,296777.0,199900
2849,BMW,Diesel,Automatisk,120d,122000,2017,190,5,8,25.6,7.0,228.0,1.465,2.18,401075.0,244800
3429,Skoda,Diesel,Automatisk,Octavia,170000,2017,150,5,6,22.7,8.7,213.0,1.458,3.02,332890.0,179900
2503,VW,Diesel,Manuel,Caddy,82000,2017,102,4,5,22.2,12.9,172.0,1.457,3.88,165676.0,1363
5744,Peugeot,Benzin,Manuel,3008,111000,2017,130,5,6,20.0,10.6,188.0,1.446,660.0,291988.0,189900
15704,Seat,Benzin,Manuel,Mii,70000,2017,60,5,5,24.4,14.4,161.0,940.0,660.0,108923.0,75000
5211,VW,Diesel,Automatisk,Tiguan,84000,2017,190,5,7,17.5,7.9,212.0,1.673,6.04,513493.0,399900
8381,Opel,Benzin,Manuel,Mokka,43000,2017,140,5,6,16.9,9.9,193.0,1.294,1.88,257696.0,184900
14769,Porsche,Benzin,Automatisk,Macan,24000,2017,340,5,7,11.1,5.4,254.0,1.865,6.08,1140248.0,5972
14768,VW,Benzin,Automatisk,Passat,60000,2017,218,5,6,31.6,7.6,225.0,1.635,660.0,537688.0,369900
14766,VW,Diesel,Automatisk,Golf,120000,2017,110,5,7,25.6,10.5,195.0,1.317,2.18,314990.0,164900
5223,BMW,Diesel,Automatisk,320d,137000,2017,190,5,8,24.4,7.4,226.0,1.475,3.02,571608.0,214900
5573,Audi,Benzin,Manuel,A1,19000,2017,95,5,5,23.8,11.1,186.0,1.035,660.0,203977.0,174000
10147,BMW,Diesel,Automatisk,420d,84000,2017,190,5,8,25.0,7.3,231.0,1.515,2.18,606018.0,299900
19214,VW,Diesel,Manuel,Polo,184000,2017,90,5,5,27.0,10.9,184.0,1.151,2.18,145517.0,50000
14874,Skoda,Diesel,Automatisk,Superb,137000,2017,150,5,6,21.7,9.0,216.0,1.42,3.88,485000.0,234800
14873,BMW,Diesel,Automatisk,320d,139000,2017,190,5,8,23.3,7.7,226.0,1.57,3.02,604310.0,244900
14870,BMW,Benzin,Manuel,218i,21000,2017,136,5,6,19.6,9.3,200.0,1.295,1.78,328517.0,249900
8918,Citroën,Benzin,Manuel,C1,80000,2017,82,5,5,23.3,11.0,170.0,865.0,660.0,115490.0,67900
2522,Peugeot,Diesel,Manuel,2008,93000,2017,100,5,5,28.6,11.3,183.0,1.33,2.22,199992.0,139800
3445,Mercedes,Diesel,Manuel,B180,145000,2017,109,5,6,25.0,11.6,190.0,1.395,2.18,313392.0,109900
5235,Toyota,Benzin,Manuel,Aygo,74000,2017,69,5,5,26.3,14.0,157.0,880.0,660.0,109995.0,79900
15638,Mazda,Diesel,Manuel,6,98000,2017,150,4,6,25.6,9.0,211.0,1.48,2.18,284485.0,179900
8257,Volvo,Diesel,Manuel,V60,75000,2017,150,5,6,25.0,9.1,210.0,1.474,2.18,491890.0,229500
14850,Mercedes,Benzin,Automatisk,GLE43,98000,2017,367,5,9,11.6,5.7,250.0,2.18,5.58,1336095.0,769800
14849,Mercedes,Benzin,Automatisk,GLE43,98000,2017,367,5,9,11.6,5.7,250.0,2.18,5.58,1336095.0,1995
5699,Renault,Diesel,Manuel,Clio,74000,2017,90,5,5,31.3,12.0,180.0,1.157,2.22,180139.0,103900
2508,VW,Diesel,Automatisk,Tiguan,93000,2017,190,5,7,17.5,7.9,212.0,1.673,5.54,513493.0,339900
14847,Mercedes,Diesel,Automatisk,GLC350,101000,2017,258,5,9,16.9,6.2,238.0,1.89,6.38,717395.0,599900
2517,Peugeot,Diesel,Manuel,208,35000,2017,100,5,5,33.3,10.7,187.0,1.265,1.18,139992.0,107000
15645,BMW,Diesel,Automatisk,740d,84000,2017,320,4,8,18.9,5.2,250.0,1.835,4.68,1766795.0,899700
2516,BMW,Benzin,Automatisk,M550i,74000,2017,462,4,8,11.2,4.0,250.0,1.885,6.08,1483600.0,276000
2515,Peugeot,Diesel,Manuel,208,34000,2017,100,5,5,33.3,10.7,187.0,1.265,1.18,139992.0,109000
3525,Peugeot,Diesel,Automatisk,3008,67000,2017,120,5,6,23.8,11.6,185.0,1.512,3.52,351990.0,259900
19029,Hyundai,Benzin,Manuel,i20,22000,2017,100,5,5,23.3,10.7,188.0,1.164,660.0,143452.0,119900
14837,Renault,Diesel,Manuel,Clio,33000,2017,90,5,5,31.3,12.0,180.0,1.157,1.22,180139.0,109800
14836,Peugeot,Diesel,Automatisk,5008,130000,2017,120,5,6,23.3,11.6,185.0,1.589,3.02,362990.0,269900
5714,Volvo,Diesel,Manuel,XC60,147000,2017,190,5,6,22.2,8.1,210.0,1.604,3.88,623585.0,309900
15653,Audi,Benzin,Automatisk,RS3,91000,2017,400,5,7,12.0,4.1,250.0,1.585,5.46,966975.0,3938
8255,BMW,Diesel,Manuel,218d,116000,2017,150,5,6,22.7,9.3,205.0,1.425,3.02,396795.0,219800
10340,Peugeot,Benzin,Manuel,2008,45000,2017,110,5,5,22.7,9.9,188.0,1.275,1.08,244990.0,157000
15642,Ford,Benzin,Manuel,Fiesta,55000,2017,100,5,5,23.3,12.2,180.0,954.0,660.0,168672.0,114500
15030,Peugeot,Diesel,Manuel,308,53000,2017,100,5,5,27.8,11.3,186.0,1.4,2.18,244990.0,149900
5571,Renault,Diesel,Manuel,Espace,49000,2017,130,5,6,22.7,10.8,191.0,1.615,3.52,429595.0,275000
8358,Peugeot,Diesel,Automatisk,308,75000,2017,120,5,6,26.3,10.1,194.0,1.47,3.26,274990.0,174900
1590,VW,Diesel,Automatisk,Passat,0,2017,150,5,6,22.2,8.9,216.0,1.541,3.88,485588.0,2999
15260,Renault,Diesel,Automatisk,Scenic,81000,2017,110,5,7,25.0,12.4,184.0,1.476,3.26,332471.0,215000
15256,Renault,Diesel,Manuel,Megane,52300,2017,130,5,6,25.0,10.6,199.0,1.369,2.18,298431.0,189900
15250,Ford,Diesel,Manuel,Fiesta,71000,2017,95,5,5,31.3,12.9,178.0,1.117,1.22,119325.0,49400
9255,Mazda,Benzin,Manuel,CX-5,28000,2017,165,5,6,15.6,10.4,201.0,1.435,2.52,351333.0,299800
685,Toyota,Benzin,Manuel,Avensis,30000,2017,147,5,6,16.4,9.7,200.0,1.533,2.52,332989.0,220000
15385,Citroën,Diesel,Manuel,C4,123000,2017,100,5,5,32.3,10.7,184.0,1.07,260.0,174883.0,98000
19150,Audi,Benzin,Automatisk,SQ5,47000,2017,354,5,8,12.0,5.4,250.0,1.945,4.96,938615.0,4395
15231,Mercedes,Benzin,Automatisk,GLC43,86000,2017,367,5,9,12.0,4.9,250.0,1.845,4.96,994595.0,799700
15230,Mercedes,Benzin,Automatisk,GLC43,86000,2017,367,5,9,12.0,4.9,250.0,1.845,4.96,994595.0,3195
9245,Peugeot,Diesel,Manuel,3008,70000,2017,120,5,6,26.3,11.2,189.0,1.5,2.18,316990.0,224800
19154,Opel,Diesel,Manuel,Astra,56000,2017,110,5,6,28.6,11.4,195.0,1.503,1.22,234747.0,149800
15267,Audi,Diesel,Automatisk,A4,129000,2017,190,5,7,23.8,7.9,231.0,1.605,3.02,539853.0,289900
15223,VW,El,Automatisk,e-Golf,38000,2017,115,5,1,71.9,10.4,140.0,1.585,660.0,306066.0,189700
5489,Ford,Benzin,Manuel,Focus,31000,2017,125,5,6,20.8,11.2,193.0,1.218,1.16,227928.0,189900
5490,Ford,Benzin,Manuel,B-MAX,159000,2017,125,5,5,20.4,11.2,189.0,1.179,660.0,229400.0,124900
15210,Audi,Diesel,Automatisk,A6,56000,2017,190,4,7,23.8,8.2,232.0,1.735,3.02,569843.0,379800
10257,Volvo,Diesel,Manuel,S60,95000,2017,190,4,6,25.6,7.6,230.0,1.454,2.18,572000.0,249900
3488,Mercedes,Diesel,Manuel,B180,145000,2017,109,5,6,25.0,11.6,190.0,1.335,2.18,249736.0,109900
5502,VW,Diesel,Manuel,Touran,223000,2017,150,5,6,21.7,9.3,208.0,1.552,3.88,358093.0,189900
8302,VW,Diesel,Automatisk,Tiguan,91000,2017,150,5,7,20.4,9.3,202.0,1.515,5.18,492398.0,364900
15201,VW,Diesel,Automatisk,Passat,110000,2017,190,5,6,21.7,7.9,233.0,1.581,3.88,458593.0,284900
19156,VW,Diesel,Manuel,Polo,78000,2017,90,5,5,27.0,10.9,184.0,1.151,2.18,195895.0,119800
15193,Volvo,Benzin,Automatisk,XC90,32000,2017,320,5,8,12.5,6.9,230.0,2.025,4.36,1242618.0,769900
15192,Volvo,Benzin,Automatisk,XC90,32000,2017,320,5,8,12.5,6.9,230.0,2.025,4.36,1242618.0,4995
8298,Peugeot,Diesel,Manuel,308,63000,2017,120,5,6,32.3,9.7,196.0,1.16,260.0,256990.0,158500
689,Skoda,Benzin,Automatisk,Superb,110000,2017,180,5,7,17.5,8.1,232.0,1.385,1.88,458000.0,247000
1588,Toyota,Benzin,Manuel,Yaris,72000,2017,69,5,5,23.3,15.3,155.0,955.0,660.0,144069.0,98800
15268,Mercedes,Diesel,Automatisk,A180,96000,2017,109,5,7,26.3,11.3,190.0,1.325,3.26,345395.0,232500
10239,Mercedes,Diesel,Automatisk,A200,176000,2017,136,5,7,25.0,8.8,210.0,1.385,2.18,246935.0,159900
19114,Ford,Benzin,Manuel,Focus,105000,2017,250,5,6,14.7,6.5,248.0,1.461,3.14,464708.0,269800
15337,Mitsubishi,Benzin,Manuel,Space,41000,2017,80,5,5,23.3,11.7,180.0,935.0,660.0,137500.0,89880
5436,Peugeot,Benzin,Manuel,2008,33000,2017,110,5,5,22.7,9.9,188.0,1.275,1.08,244990.0,163000
2567,Suzuki,Benzin,Manuel,Baleno,112000,2017,112,5,5,22.7,11.4,200.0,880.0,660.0,179990.0,109900
5438,Audi,Benzin,Manuel,A3,32000,2017,150,5,6,21.3,8.2,220.0,1.205,660.0,294317.0,249800
15318,Peugeot,Diesel,Manuel,308,54000,2017,120,5,6,32.3,9.7,196.0,1.378,260.0,234989.0,140000
19110,Renault,Diesel,Manuel,Clio,98000,2017,90,5,5,31.3,12.0,180.0,1.065,2.22,173479.0,92900
5443,Audi,Benzin,Manuel,A3,65000,2017,150,4,6,21.3,8.2,224.0,1.21,660.0,303566.0,229900
670,VW,Benzin,Automatisk,Touran,68000,2017,150,5,7,18.5,8.9,209.0,1.478,1.28,348253.0,289900
5400,Ford,Benzin,Manuel,Ka+,54000,2017,85,5,5,20.8,13.9,166.0,955.0,660.0,130633.0,94900
5449,Ford,Benzin,Automatisk,Mondeo,85000,2017,160,5,6,15.4,9.2,209.0,1.427,2.52,447608.0,219800
15305,Volvo,Diesel,Automatisk,V90,69000,2017,235,5,8,18.9,7.5,230.0,1.781,4.68,910100.0,3282
683,VW,Benzin,Manuel,Passat,32000,2017,150,4,6,20.4,8.4,220.0,1.387,660.0,337498.0,208500
5450,Skoda,Benzin,Manuel,Fabia,49000,2017,110,5,6,20.8,9.6,199.0,1.053,660.0,185999.0,134900
8338,Fiat,Benzin,Manuel,500C,46000,2017,80,2,5,26.3,11.0,171.0,945.0,660.0,169918.0,109500
5457,VW,Benzin,Automatisk,Passat,98000,2017,150,5,7,19.6,8.6,218.0,1.453,1.28,398698.0,2590
15360,Citroën,Diesel,Manuel,C4,75000,2017,100,5,5,32.3,10.7,184.0,1.07,1.18,167991.0,134900
15288,Skoda,Benzin,Automatisk,Superb,46000,2017,150,5,7,19.6,8.8,220.0,1.325,1.28,430000.0,269900
15286,Seat,Benzin,Manuel,Leon,20000,2017,115,5,6,22.7,9.6,202.0,1.102,660.0,216900.0,174900
15363,Ford,Diesel,Automatisk,Kuga,135000,2017,180,5,6,19.2,10.0,200.0,1.707,4.68,317985.0,179500
5459,Mercedes,Benzin,Automatisk,E63,99000,2017,612,4,9,11.0,3.4,250.0,1.95,6.7,2196393.0,1499900
5396,Mercedes,Diesel,Automatisk,CLA200,112000,2017,136,5,7,24.4,9.2,215.0,1.555,3.02,485795.0,259900
9250,Citroën,Benzin,Manuel,C1,59000,2017,82,5,5,23.3,11.0,170.0,865.0,660.0,89992.0,72900
15280,Peugeot,Benzin,Automatisk,3008,34000,2017,130,5,6,18.9,10.1,188.0,1.463,1.78,351990.0,286000
10237,VW,Diesel,Automatisk,Golf,89000,2017,150,5,6,21.7,8.6,212.0,1.375,3.88,358032.0,209900
5395,Nissan,Diesel,Manuel,Qashqai,77000,2017,110,5,6,25.0,11.9,182.0,1.365,2.18,361865.0,189900
669,VW,Benzin,Automatisk,Touran,68000,2017,150,5,7,18.5,8.9,209.0,1.478,1.28,348253.0,3312
2500,VW,Diesel,Manuel,Caddy,82000,2017,102,4,5,22.2,12.9,172.0,1.457,3.88,165676.0,89500
15427,VW,Benzin,Automatisk,Passat,139000,2017,150,4,7,19.6,8.4,220.0,1.413,1.28,387628.0,234700
19160,Volvo,Benzin,Automatisk,XC90,76000,2017,407,5,8,24.2,6.4,230.0,2.25,1.08,1464935.0,899900
653,Ford,Diesel,Automatisk,Ranger,87000,2017,200,4,6,11.4,10.4,175.0,2.001,11.48,359910.0,279900
248,Mitsubishi,Benzin,Manuel,ASX,62000,2017,117,5,5,17.5,11.5,183.0,1.235,1.88,249994.0,159700
15082,Ford,Benzin,Manuel,C-MAX,65000,2017,125,5,6,19.6,11.4,187.0,1.391,1.28,272588.0,169800
15081,Ford,Benzin,Manuel,C-MAX,65000,2017,125,5,6,19.6,11.4,187.0,1.391,1.28,272588.0,2995
